brand_name,model_name,os,popularity,best_price,lowest_price,highest_price,screen_size,memory_size,battery_size,release_date
38,C21 4/64GB Black,Android,1044,3276,3149.0,3589.0,6.4,64.0,4000.0,Oct-20
57,C3 2/32GB Blue,Android,936,3296,3174.0,3399.0,6.5,32.0,5000.0,Apr-20
57,C3 2/32GB Red,Android,738,3361,3174.0,3399.0,6.5,32.0,5000.0,Apr-20
57,C3 3/32GB Red,Android,665,3399,2498.449799196788,2927.672690763053,6.5,32.0,5000.0,Oct-20
57,C3 3/64GB Blue,Android,1153,3812,3547.0,4049.0,6.5,64.0,5000.0,Apr-20
42,C552 Black,Android,307,1150,2498.449799196788,2927.672690763053,5.0,4.0,2000.0,Mar-18
42,C552 Red,Android,319,1150,2498.449799196788,2927.672690763053,5.0,4.0,2000.0,Mar-18
31,C9 2/16GB Black,Android,907,1899,2498.449799196788,2927.6726907630527,5.45,16.0,3000.0,Nov-18
31,C9 Pro 3/32GB Black,Android,161,2618,2498.449799196788,2927.672690763053,5.45,32.0,3000.0,Dec-18
31,C9 Pro 3/32GB Black,Android,111,2618,2498.449799196788,2927.672690763053,5.45,32.0,3000.0,Dec-18
14,CORE-X3 2/16GB Dark Blue,Android,62,2950,2498.449799196788,2927.6726907630527,5.0,16.0,3500.0,Aug-20
47,Camon 12 Air CC6 Alpenglow Gold,Android,449,2999,2498.449799196788,2927.6726907630527,6.55,32.0,4000.0,Nov-19
47,Camon 12 CC7 Dark Jade,Android,522,3440,3149.0,3799.0,6.52,64.0,4000.0,Nov-19
47,Camon 15 4/64GB Dark Jade (4895180755057),Android,876,4057,3949.0,4499.0,6.6,64.0,5000.0,Aug-20
44,Comfort 50 Elegance3 SIMO ASSISTANT Red,Android,583,810,699.0,830.0,2.8,34.04594722222219,1600.0,Jul-18
44,Comfort 50 Grand Black,Android,200,641,588.0,699.0,2.3,34.04594722222219,1000.0,Feb-19
44,Comfort 50 HIT 2020 Black,Android,990,444,399.0,459.0,1.77,34.04594722222218,1450.0,Dec-19
44,Comfort 50 SOLO Black,Android,253,777,690.0,853.0,2.2,34.04594722222219,1650.0,Aug-19
44,Comfort 50 SOLO Black,Android,265,777,690.0,853.0,2.2,34.04594722222219,1650.0,Aug-19
44,Comfort 50 Shell Duo Red (4827798212325),Android,1021,988,911.0,1049.0,4.778581871345041,34.04594722222218,800.0,Oct-16
13,Cool Play 6 6/64GB Black,Android,271,3968,3947.0,3990.0,5.5,64.0,4060.0,Nov-18
13,Cool Play 6 6/64GB Black,Android,259,3968,3947.0,3990.0,5.5,64.0,4060.0,Nov-18
5,Core 50 16GB Red,Android,245,2059,1899.0,2099.0,5.0,16.0,2000.0,Aug-18
10,D6 Pro 2/16GB Black,Android,159,1979,2498.449799196788,2927.6726907630527,5.5,16.0,2700.0,Feb-19
10,D6 Pro 2/16GB Black,Android,109,1979,2498.449799196788,2927.6726907630527,5.5,16.0,2700.0,Feb-19
28,D855 G3 32GB (Silk White),Android,494,2884,2498.449799196788,2927.6726907630527,5.5,32.0,3000.0,May-14
28,D858 G3 Dual (Metallic Black),Android,488,2969,2498.449799196788,2927.6726907630523,5.5,32.0,3000.0,Oct-15
